"","Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes","FrassFall link:","https://anecdata.org/projects/view/488","Year","jday.Set","jday.Collected","frass.mg.d","frass.no.d","jday"
"923","Botanical Garden",2018-06-08,"08:52:00",2018-06-12,"10:21:00","1DBP",12.4,21,"Funnel/Paper",NA,NA,NA,"2018",159.369444444444,163.43125,3.0528295435117,5.17011454949563,161
"924","Prairie Ridge",2018-06-11,"10:09:00",2018-06-14,"09:04:00","7DAL",17.4,30,"Funnel/Paper",NA,NA,NA,"2018",162.422916666667,165.377777777778,5.88860164512343,10.1527614571094,163.5
"925","Prairie Ridge",2018-06-11,"10:06:00",2018-06-14,"09:10:00","11DBF",15.8,12,"Funnel/Paper","edge folded over",NA,NA,"2018",162.420833333333,165.381944444444,5.33583489681046,4.0525328330206,163.5
"926","Prairie Ridge",2018-06-11,"10:01:00",2018-06-14,"09:14:00","11DBB",0,0,"Funnel/Paper","folded over",NA,NA,"2018",162.417361111111,165.384722222222,0,0,163.5
"927","Prairie Ridge",2018-06-11,"09:51:00",2018-06-14,"09:20:00","6DAD",25.2,82,"Funnel/Paper",NA,NA,NA,"2018",162.410416666667,165.388888888889,8.46071345301935,27.5308929820471,163.5
"928","Prairie Ridge",2018-06-11,"08:58:00",2018-06-14,"10:07:00","10DAX",5.8,43,"Funnel/Paper",NA,NA,NA,"2018",162.373611111111,165.421527777778,1.90293916609705,14.1079972658919,163.5
"929","Prairie Ridge",2018-06-11,"09:18:00",2018-06-14,"09:52:00","2CZI",2.6,12,"Funnel/Paper",NA,NA,NA,"2018",162.3875,165.411111111111,0.85989894350023,3.96876435461645,163.5
"930","Prairie Ridge",2018-06-11,"09:35:00",2018-06-14,"09:41:00","4CZS",0.2,6,"Funnel/Paper","edge folded over",NA,NA,"2018",162.399305555556,165.403472222222,0.0665742024965321,1.99722607489596,163.5
"931","Prairie Ridge",2018-06-11,"09:05:00",2018-06-14,"10:02:00","9DAV",6.2,50,"Funnel/Paper",NA,NA,NA,"2018",162.378472222222,165.418055555556,2.03975325565456,16.4496230294723,163.5
"932","Prairie Ridge",2018-06-11,"09:12:00",2018-06-14,"09:57:00","1CZE",15.8,48,"Funnel/Paper",NA,NA,NA,"2018",162.383333333333,165.414583333333,5.21237113402062,15.8350515463918,163.5
"933","Prairie Ridge",2018-06-11,"09:49:00",2018-06-14,"09:27:00","12DBH",9.9,16,"Funnel/Paper",NA,NA,NA,"2018",162.409027777778,165.39375,3.31689157747787,5.36063285248949,163.5
"934","Prairie Ridge",2018-06-11,"09:41:00",2018-06-14,"09:30:00","5DAA",31,55,"Funnel/Paper",NA,NA,NA,"2018",162.403472222222,165.395833333333,10.3597122302158,18.3801346019958,163.5
"935","Botanical Garden",2018-06-12,"09:04:00",2018-06-15,"09:37:00","7DCT",0.9,7,"Funnel/Paper",NA,NA,NA,"2018",163.377777777778,166.400694444444,0.297725706409372,2.31564438318401,164.5
"936","Botanical Garden",2018-06-12,"09:08:00",2018-06-15,"09:41:00","7DCQ",0.3,11,"Funnel/Paper",NA,NA,NA,"2018",163.380555555556,166.403472222222,0.0992419021364574,3.63886974500344,164.5
"937","Botanical Garden",2018-06-12,"09:00:00",2018-06-15,"09:45:00","8DCV",3.9,14,"Funnel/Paper",NA,NA,NA,"2018",163.375,166.40625,1.28659793814433,4.61855670103093,164.5
"938","Botanical Garden",2018-06-12,"09:20:00",2018-06-15,"09:30:00","6DCN",5,7,"Funnel/Paper",NA,NA,NA,"2018",163.388888888889,166.395833333333,1.66281755196304,2.32794457274826,164.5
"939","Botanical Garden",2018-06-12,"08:53:00",2018-06-15,"09:46:00","8DCW",2.9,11,"Funnel/Paper",NA,NA,NA,"2018",163.370138888889,166.406944444444,0.954950834667284,3.62222730391039,164.5
"940","Botanical Garden",2018-06-12,"09:42:00",2018-06-15,"09:02:00","4DCD",0,2,"Funnel/Paper","weight not significant enough to change scale",NA,NA,"2018",163.404166666667,166.376388888889,0,0.672897196261681,164.5
"941","Botanical Garden",2018-06-12,"09:28:00",2018-06-15,"09:16:00","5DCF",1.4,7,"Funnel/Paper",NA,NA,NA,"2018",163.394444444444,166.386111111111,0.467966573816155,2.33983286908077,164.5
"942","Botanical Garden",2018-06-12,"09:46:00",2018-06-15,"09:05:00","4DCE",0,1,"Funnel/Paper","weight not significant enough to change scale",NA,NA,"2018",163.406944444444,166.378472222222,0,0.336527225987378,164.5
"943","Botanical Garden",2018-06-12,"09:54:00",2018-06-15,"08:55:00","3DBY",0.2,5,"Funnel/Paper",NA,NA,NA,"2018",163.4125,166.371527777778,0.0675897676601737,1.68974419150434,164.5
"944","Botanical Garden",2018-06-12,"10:13:00",2018-06-15,"08:49:00","2DBS",4.5,31,"Funnel/Paper",NA,NA,NA,"2018",163.425694444444,166.367361111111,1.52974504249292,10.5382436260623,164.5
"945","Botanical Garden",2018-06-12,"09:58:00",2018-06-15,"08:58:00","3DBV",1.3,6,"Funnel/Paper",NA,NA,NA,"2018",163.415277777778,166.373611111111,0.439436619718313,2.02816901408452,164.5
"946","Botanical Garden",2018-06-12,"09:16:00",2018-06-15,"09:27:00","6DCM",3.2,8,"Funnel/Paper",NA,NA,NA,"2018",163.386111111111,166.39375,1.06395751558531,2.65989378896329,164.5
"947","Botanical Garden",2018-06-12,"10:20:00",2018-06-15,"08:38:00","1DBM",0.8,4,"Funnel/Paper",NA,NA,NA,"2018",163.430555555556,166.359722222222,0.273115220483641,1.3655761024182,164.5
"948","Botanical Garden",2018-06-12,"09:33:00",2018-06-15,"09:20:00","5DCI",2.1,24,"Funnel/Paper",NA,NA,NA,"2018",163.397916666667,166.388888888889,0.702112839563504,8.02414673786861,164.5
"949","Botanical Garden",2018-06-12,"10:08:00",2018-06-15,"08:44:00","2DBR",5.4,8,"Funnel/Paper","edges folded over",NA,NA,"2018",163.422222222222,166.363888888889,1.8356940509915,2.71954674220964,164.5
"950","Botanical Garden",2018-06-12,"10:22:00",2018-06-15,"08:35:00","1DBP",2,6,"Funnel/Paper",NA,NA,NA,"2018",163.431944444444,166.357638888889,0.683598385948255,2.05079515784477,164.5
"951","Prairie Ridge",2018-06-14,"09:05:00",2018-06-18,"10:04:00","7DAL",35.1,20,"Funnel/Paper",NA,NA,NA,"2018",165.378472222222,169.419444444444,8.68602852723836,4.94930400412442,167
"952","Prairie Ridge",2018-06-14,"09:10:00",2018-06-18,"10:00:00","11DBF",55.9,48,"Funnel/Paper",NA,NA,NA,"2018",165.381944444444,169.416666666667,13.8547332185887,11.8967297762479,167
"953","Prairie Ridge",2018-06-14,"09:15:00",2018-06-18,"09:35:00","11DBB",12.5,31,"Funnel/Paper",NA,NA,NA,"2018",165.385416666667,169.399305555556,3.11418685121108,7.72318339100347,167
"954","Prairie Ridge",2018-06-14,"09:20:00",2018-06-18,"09:47:00","6DAD",50.5,104,"Funnel/Paper",NA,NA,NA,"2018",165.388888888889,169.407638888889,12.5660964230171,25.8786936236391,167
"955","Prairie Ridge",2018-06-14,"10:08:00",2018-06-18,"08:59:00","10DAX",5.9,17,"Funnel/Paper",NA,NA,NA,"2018",165.422222222222,169.374305555556,1.49288350026357,4.30152872957299,167
"956","Prairie Ridge",2018-06-14,"09:46:00",2018-06-18,"09:23:00","3CZP",17.2,56,"Funnel/Paper",NA,NA,NA,"2018",165.406944444444,169.390972222222,4.31723897507407,14.05612689559,167
"957","Prairie Ridge",2018-06-14,"09:42:00",2018-06-18,"09:33:00","4CZS",0.9,5,"Funnel/Paper",NA,NA,NA,"2018",165.404166666667,169.397916666667,0.225352112676056,1.25195618153364,167
"958","Prairie Ridge",2018-06-14,"10:03:00",2018-06-18,"09:03:00","9DAV",14.4,18,"Funnel/Paper","edge folded",NA,NA,"2018",165.41875,169.377083333333,3.6378947368421,4.54736842105262,167
"959","Prairie Ridge",2018-06-14,"09:58:00",2018-06-18,"09:09:00","1CZE",34,39,"Funnel/Paper",NA,NA,NA,"2018",165.415277777778,169.38125,8.57292943442483,9.83365435125201,167
"960","Prairie Ridge",2018-06-14,"09:31:00",2018-06-18,"09:36:00","5DAA",39.3,28,"Funnel/Paper",NA,NA,NA,"2018",165.396527777778,169.4,9.81647875108411,6.99392888117952,167
"961","Botanical Garden",2018-06-15,"09:38:00",2018-06-19,"08:44:00","7DCT",4.8,90,"Funnel/Paper",NA,NA,NA,"2018",166.401388888889,170.363888888889,1.21135646687698,22.7129337539433,168
"962","Botanical Garden",2018-06-15,"09:42:00",2018-06-19,"08:46:00","7DCQ",6.7,43,"Funnel/Paper",NA,NA,NA,"2018",166.404166666667,170.365277777778,1.69144460028051,10.8555399719495,168
"963","Botanical Garden",2018-06-15,"09:49:00",2018-06-19,"08:36:00","8DCV",21.7,103,"Funnel/Paper",NA,NA,NA,"2018",166.409027777778,170.358333333333,5.49463689115527,26.0805345524881,168
"964","Botanical Garden",2018-06-15,"09:32:00",2018-06-19,"08:55:00","6DCN",28.8,90,"Funnel/Paper",NA,NA,NA,"2018",166.397222222222,170.371527777778,7.24654901275554,22.6454656648611,168
"965","Botanical Garden",2018-06-15,"09:47:00",2018-06-19,"08:39:00","8DCW",3.3,44,"Funnel/Paper",NA,NA,NA,"2018",166.407638888889,170.360416666667,0.834855938158818,11.1314125087842,168
"966","Botanical Garden",2018-06-15,"09:16:00",2018-06-19,"09:01:00","5DCF",24.9,59,"Funnel/Paper",NA,NA,NA,"2018",166.386111111111,170.375694444444,6.2412532637076,14.7885117493473,168
"967","Botanical Garden",2018-06-15,"09:07:00",2018-06-19,"09:12:00","4DCE",3,18,"Funnel/Paper",NA,NA,NA,"2018",166.379861111111,170.383333333333,0.74934952298352,4.49609713790112,168
"968","Botanical Garden",2018-06-15,"08:56:00",2018-06-19,"09:16:00","3DBY",10.4,46,"Funnel/Paper",NA,NA,NA,"2018",166.372222222222,170.386111111111,2.59100346020761,11.4602076124568,168
"969","Botanical Garden",2018-06-15,"08:50:00",2018-06-19,"09:27:00","2DBS",10.8,72,"Funnel/Paper",NA,NA,NA,"2018",166.368055555556,170.39375,2.68276694842158,17.8851129894772,168
"970","Botanical Garden",2018-06-15,"09:00:00",2018-06-19,"09:19:00","3DBV",13.4,78,"Funnel/Paper",NA,NA,NA,"2018",166.375,170.388194444444,3.3389859837342,19.4358885620349,168
"971","Botanical Garden",2018-06-15,"09:28:00",2018-06-19,"08:51:00","6DCM",7.4,35,"Funnel/Paper",NA,NA,NA,"2018",166.394444444444,170.36875,1.86196051022191,8.8065699807793,168
"972","Botanical Garden",2018-06-15,"08:39:00",2018-06-19,"09:33:00","1DBM",5.2,36,"Funnel/Paper",NA,NA,NA,"2018",166.360416666667,170.397916666667,1.28792569659443,8.91640866873066,168
"973","Botanical Garden",2018-06-15,"09:22:00",2018-06-19,"09:05:00","5DCI",12.6,63,"Funnel/Paper",NA,NA,NA,"2018",166.390277777778,170.378472222222,3.15932439491555,15.7966219745777,168
"974","Botanical Garden",2018-06-15,"08:47:00",2018-06-19,"09:24:00","2DBR",5.4,55,"Funnel/Paper",NA,NA,NA,"2018",166.365972222222,170.391666666667,1.34138347421079,13.662239089184,168
"975","Botanical Garden",2018-06-15,"08:36:00",2018-06-19,"09:36:00","1DBP",15.1,74,"Funnel/Paper",NA,NA,NA,"2018",166.358333333333,170.4,3.73608247422679,18.3092783505154,168
"976","Prairie Ridge",2018-06-18,"10:05:00",2018-06-21,"09:05:00","7DAL",13.9,45,"Funnel/Paper",NA,NA,NA,"2018",169.420138888889,172.378472222222,4.69859154929576,15.2112676056338,170.5
"977","Prairie Ridge",2018-06-18,"10:01:00",2018-06-21,"09:12:00","11DBF",22.9,46,"Funnel/Paper",NA,NA,NA,"2018",169.417361111111,172.383333333333,7.72090845235312,15.509248419574,170.5
"978","Prairie Ridge",2018-06-18,"09:57:00",2018-06-21,"09:17:00","11DBB",14.5,23,"Funnel/Paper",NA,NA,NA,"2018",169.414583333333,172.386805555556,4.87850467289719,7.73831775700933,170.5
"979","Prairie Ridge",2018-06-18,"09:48:00",2018-06-21,"09:21:00","6DAD",23.6,63,"Funnel/Paper",NA,NA,NA,"2018",169.408333333333,172.389583333333,7.91614255765202,21.1320754716982,170.5
"980","Prairie Ridge",2018-06-18,"09:00:00",2018-06-21,"10:08:00","10DAX",5.2,9,"Funnel/Paper",NA,NA,NA,"2018",169.375,172.422222222222,1.70647219690064,2.9535095715588,170.5
"981","Prairie Ridge",2018-06-18,"09:25:00",2018-06-21,"09:45:00","3CZP",17.9,48,"Funnel/Paper",NA,NA,NA,"2018",169.392361111111,172.40625,5.93917050691245,15.926267281106,170.5
"982","Prairie Ridge",2018-06-18,"09:18:00",2018-06-21,"09:52:00","2CZI",10.6,51,"Funnel/Paper",NA,NA,NA,"2018",169.3875,172.411111111111,3.50574184657786,16.8672485071199,170.5
"983","Prairie Ridge",2018-06-18,"09:34:00",2018-06-21,"09:36:00","4CZS",6.4,5,"Funnel/Paper",NA,NA,NA,"2018",169.398611111111,172.4,2.13234613604812,1.66589541878759,170.5
"984","Prairie Ridge",2018-06-18,"09:04:00",2018-06-21,"10:03:00","9DAV",5.4,13,"Funnel/Paper",NA,NA,NA,"2018",169.377777777778,172.41875,1.77574788764558,4.27494861840603,170.5
"985","Prairie Ridge",2018-06-18,"09:10:00",2018-06-21,"09:59:00","1CZE",7.8,31,"Funnel/Paper",NA,NA,NA,"2018",169.381944444444,172.415972222222,2.57084000915542,10.217441062028,170.5
"986","Prairie Ridge",2018-06-18,"09:44:00",2018-06-21,"09:27:00","12DBH",7.3,28,"Funnel/Paper",NA,NA,NA,"2018",169.405555555556,172.39375,2.44294678131536,9.37020683244248,170.5
"987","Prairie Ridge",2018-06-18,"09:37:00",2018-06-21,"09:31:00","5DAA",67.5,35,"Funnel/Paper",NA,NA,NA,"2018",169.400694444444,172.396527777778,22.5312934631432,11.682892906815,170.5
"988","Botanical Garden",2018-06-19,"08:46:00",2018-06-22,"09:44:00","7DCT",3.5,35,"Funnel/Paper",NA,NA,NA,"2018",170.365277777778,173.405555555556,1.15121059844678,11.5121059844678,171.5
"989","Botanical Garden",2018-06-19,"08:47:00",2018-06-22,"09:47:00","7DCQ",11.8,24,"Funnel/Paper",NA,NA,NA,"2018",170.365972222222,173.407638888889,3.8794520547945,7.89041095890406,171.5
"990","Botanical Garden",2018-06-19,"08:37:00",2018-06-22,"09:55:00","8DCV",1.7,12,"Funnel/Paper",NA,NA,NA,"2018",170.359027777778,173.413194444444,0.556616643929057,3.92905866302864,171.5
"991","Botanical Garden",2018-06-19,"08:56:00",2018-06-22,"09:47:00","6DCN",10.5,44,"Funnel/Paper",NA,NA,NA,"2018",170.372222222222,173.407638888889,3.45916266300618,14.4955387783116,171.5
"992","Botanical Garden",2018-06-19,"08:40:00",2018-06-22,"09:51:00","8DCW",3.5,24,"Funnel/Paper",NA,NA,NA,"2018",170.361111111111,173.410416666667,1.14780232293328,7.87064450011389,171.5
"993","Botanical Garden",2018-06-19,"09:11:00",2018-06-22,"09:18:00","4DCD",7,20,"Funnel/Paper",NA,NA,NA,"2018",170.382638888889,173.3875,2.32955858562516,6.65588167321473,171.5
"994","Botanical Garden",2018-06-19,"09:02:00",2018-06-22,"09:27:00","5DCF",6.6,24,"Funnel/Paper",NA,NA,NA,"2018",170.376388888889,173.39375,2.1873417721519,7.95397008055235,171.5
"995","Botanical Garden",2018-06-19,"09:13:00",2018-06-22,"09:14:00","4DCE",3,12,"Funnel/Paper",NA,NA,NA,"2018",170.384027777778,173.384722222222,0.999768572089797,3.99907428835919,171.5
"996","Botanical Garden",2018-06-19,"09:17:00",2018-06-22,"09:03:00","3DBY",8.3,55,"Funnel/Paper",NA,NA,NA,"2018",170.386805555556,173.377083333333,2.7756618671621,18.3929400836043,171.5
"997","Botanical Garden",2018-06-19,"09:27:00",2018-06-22,"08:57:00","2DBS",6.6,50,"Funnel/Paper",NA,NA,NA,"2018",170.39375,173.372916666667,2.21538461538462,16.7832167832168,171.5
"998","Botanical Garden",2018-06-19,"09:20:00",2018-06-22,"09:06:00","3DBV",6.9,28,"Funnel/Paper",NA,NA,NA,"2018",170.388888888889,173.379166666667,2.30747793776126,9.36367858801672,171.5
"999","Botanical Garden",2018-06-19,"08:52:00",2018-06-22,"09:37:00","6DCM",6.5,18,"Funnel/Paper",NA,NA,NA,"2018",170.369444444444,173.400694444444,2.14432989690722,5.93814432989691,171.5
"1000","Botanical Garden",2018-06-19,"09:33:00",2018-06-22,"08:45:00","1DBN",4.3,47,"Funnel/Paper",NA,NA,NA,"2018",170.397916666667,173.364583333333,1.44943820224719,15.8426966292135,171.5
"1001","Botanical Garden",2018-06-19,"09:06:00",2018-06-22,"09:31:00","5DCI",1.7,38,"Funnel/Paper",NA,NA,NA,"2018",170.379166666667,173.396527777778,0.563406214039125,12.5937859608746,171.5
"1002","Botanical Garden",2018-06-19,"09:25:00",2018-06-22,"08:56:00","2DBR",5.1,24,"Funnel/Paper",NA,NA,NA,"2018",170.392361111111,173.372222222222,1.71148916336518,8.05406665113025,171.5
"1003","Botanical Garden",2018-06-19,"09:37:00",2018-06-22,"08:52:00","1DBP",13.8,33,"Funnel/Paper",NA,NA,NA,"2018",170.400694444444,173.369444444444,4.64842105263158,11.1157894736842,171.5
"1004","Prairie Ridge",2018-06-21,"09:06:00",2018-06-25,"09:52:00","7DAL",42.9,29,"Funnel/Paper",NA,NA,NA,"2018",172.379166666667,176.411111111111,10.640027557699,7.19255942128834,174
"1005","Prairie Ridge",2018-06-21,"09:13:00",2018-06-25,"09:45:00","11DBF",33.3,55,"Funnel/Paper",NA,NA,NA,"2018",172.384027777778,176.40625,8.2790055248619,13.6740331491713,174
"1006","Prairie Ridge",2018-06-21,"09:18:00",2018-06-25,"09:42:00","11DBB",41.6,205,"Funnel/Paper",NA,NA,NA,"2018",172.3875,176.404166666667,10.356846473029,51.0373443983401,174
"1007","Prairie Ridge",2018-06-21,"10:09:00",2018-06-25,"08:48:00","10DAX",6.7,32,"Funnel/Paper",NA,NA,NA,"2018",172.422916666667,176.366666666667,1.69889064976228,8.11410459587957,174
"1008","Prairie Ridge",2018-06-21,"09:46:00",2018-06-25,"09:16:00","3CZP",45.5,110,"Funnel/Paper",NA,NA,NA,"2018",172.406944444444,176.386111111111,11.4345549738219,27.6439790575915,174
"1009","Prairie Ridge",2018-06-21,"09:52:00",2018-06-25,"09:11:00","2CZI",7.1,8,"Funnel/Paper",NA,NA,NA,"2018",172.411111111111,176.382638888889,1.78772512677041,2.01433817100891,174
"1010","Prairie Ridge",2018-06-21,"09:38:00",2018-06-25,"09:25:00","4CZS",6.1,28,"Funnel/Paper",NA,NA,NA,"2018",172.401388888889,176.392361111111,1.52844962589177,7.01583434835568,174
"1011","Prairie Ridge",2018-06-21,"10:04:00",2018-06-25,"08:55:00","9DAV",23.8,60,"Funnel/Paper",NA,NA,NA,"2018",172.419444444444,176.371527777778,6.02214022140223,15.1818661043754,174
"1012","Prairie Ridge",2018-06-21,"09:54:00",2018-06-25,"09:02:00","1CZE",15.7,41,"Funnel/Paper",NA,NA,NA,"2018",172.4125,176.376388888889,3.96075683251575,10.343377715487,174
"1013","Prairie Ridge",2018-06-21,"09:28:00",2018-06-25,"09:34:00","12DBH",29.6,46,"Funnel/Paper",NA,NA,NA,"2018",172.394444444444,176.398611111111,7.39229968782519,11.4880332986473,174
"1014","Prairie Ridge",2018-06-21,"09:31:00",2018-06-25,"09:27:00","5DAA",257.1,78,"Funnel/Paper",NA,NA,NA,"2018",172.396527777778,176.39375,64.3196664350241,19.5135510771368,174
"1015","Botanical Garden",2018-06-22,"09:45:00",2018-06-26,"08:50:00","7DCT",20.8,60,"Funnel/Paper",NA,NA,NA,"2018",173.40625,177.368055555556,5.25013146362841,15.1446099912358,175
"1016","Botanical Garden",2018-06-22,"09:48:00",2018-06-26,"08:53:00","7DCQ",13.8,38,"Funnel/Paper",NA,NA,NA,"2018",173.408333333333,177.370138888889,3.48326029798421,9.59158632778261,175
"1017","Botanical Garden",2018-06-22,"09:55:00",2018-06-26,"08:47:00","8DCV",15.9,52,"Funnel/Paper",NA,NA,NA,"2018",173.413194444444,177.365972222222,4.02248770203797,13.1553056921997,175
"1018","Botanical Garden",2018-06-22,"09:41:00",2018-06-26,"09:01:00","6DCN",24.5,68,"Funnel/Paper",NA,NA,NA,"2018",173.403472222222,177.375694444444,6.1678321678322,17.1188811188812,175
"1019","Botanical Garden",2018-06-22,"09:52:00",2018-06-26,"08:44:00","8DCW",8.4,32,"Funnel/Paper",NA,NA,NA,"2018",173.411111111111,177.363888888889,2.12508784258608,8.09557273366127,175
"1020","Botanical Garden",2018-06-22,"09:19:00",2018-06-26,"09:11:00","4DCD",13.8,43,"Funnel/Paper",NA,NA,NA,"2018",173.388194444444,177.382638888889,3.4547983310153,10.7649513212796,175
"1021","Botanical Garden",2018-06-22,"09:28:00",2018-06-26,"09:03:00","5DCF",30.5,45,"Funnel/Paper",NA,NA,NA,"2018",173.394444444444,177.377083333333,7.65823888404534,11.2990409764603,175
"1022","Botanical Garden",2018-06-22,"09:14:00",2018-06-26,"09:14:00","4DCE",5.6,25,"Funnel/Paper",NA,NA,NA,"2018",173.384722222222,177.384722222222,1.4,6.25,175
"1023","Botanical Garden",2018-06-22,"09:04:00",2018-06-26,"09:17:00","3DBY",44.7,85,"Funnel/Paper","Funnel tilted",NA,NA,"2018",173.377777777778,177.386805555556,11.1498354408453,21.202147930019,175
"1024","Botanical Garden",2018-06-22,"08:58:00",2018-06-26,"09:25:00","2DBS",13.3,82,"Funnel/Paper",NA,NA,NA,"2018",173.373611111111,177.392361111111,3.30948678071539,20.4043545878693,175
"1025","Botanical Garden",2018-06-22,"09:07:00",2018-06-26,"09:20:00","3DBV",27,112,"Funnel/Paper",NA,NA,NA,"2018",173.379861111111,177.388888888889,6.73479993071192,27.9369478607309,175
"1026","Botanical Garden",2018-06-22,"09:38:00",2018-06-26,"08:58:00","6DCM",22.2,56,"Funnel/Paper",NA,NA,NA,"2018",173.401388888889,177.373611111111,5.58881118881122,14.0979020979022,175
"1027","Botanical Garden",2018-06-22,"08:49:00",2018-06-26,"09:29:00","1DBN",12.3,51,"Funnel/Paper",NA,NA,NA,"2018",173.367361111111,177.395138888889,3.05379310344828,12.6620689655173,175
"1028","Botanical Garden",2018-06-22,"09:32:00",2018-06-26,"09:05:00","5DCI",20.5,32,"Funnel/Paper",NA,NA,NA,"2018",173.397222222222,177.378472222222,5.14913657770798,8.03767660910515,175
"1029","Botanical Garden",2018-06-22,"08:56:00",2018-06-26,"09:23:00","2DBR",23.3,38,"Funnel/Paper",NA,NA,NA,"2018",173.372222222222,177.390972222222,5.79782270606534,9.45567651632974,175
"1030","Botanical Garden",2018-06-22,"08:53:00",2018-06-26,"09:32:00","1DBD",19.3,52,"Funnel/Paper",NA,NA,NA,"2018",173.370138888889,177.397222222222,4.79255043973102,12.912571132954,175
"1031","Prairie Ridge",2018-06-25,"09:53:00",2018-06-28,"08:58:00","7DAL",40.9,29,"Funnel/Paper","*paper torn from rainstorm",NA,NA,"2018",176.411805555556,179.373611111111,13.809144196952,9.79132473622513,177.5
"1032","Prairie Ridge",2018-06-25,"09:46:00",2018-06-28,"09:11:00","11DBF",18.8,41,"Funnel/Paper",NA,NA,NA,"2018",176.406944444444,179.382638888889,6.31785297549589,13.7782963827304,177.5
"1033","Prairie Ridge",2018-06-25,"09:43:00",2018-06-28,"09:12:00","11DBB",32.8,44,"Funnel/Paper",NA,NA,NA,"2018",176.404861111111,179.383333333333,11.0123571928188,14.7726742830497,177.5
"1034","Prairie Ridge",2018-06-25,"09:39:00",2018-06-28,"09:15:00","6DAD",30.1,60,"Funnel/Paper",NA,NA,NA,"2018",176.402083333333,179.385416666667,10.0893854748604,20.1117318435755,177.5
"1035","Prairie Ridge",2018-06-25,"08:52:00",2018-06-28,"10:02:00","10DAX",NA,38,"Funnel/Paper",NA,NA,NA,"2018",176.369444444444,179.418055555556,NA,12.4646924829157,177.5
